model,prompt_type,language,category,snippet_id,candidate_path,reference_path,status,score,kinds,shapes,vectors,models,numeric,error
llama,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/llama/optimized/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,task_equivalents/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,base,python,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/starcoder/base/python/data_manipulation_preprocessing/01_impute_encode_scale.py,task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,ok,1.0,1.0,1.0,1.0,1.0,1.0,
starcoder,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/starcoder/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,ok,0.9,0.9,1.0,0.8,1.0,1.0,
starcoder,base,python,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/starcoder/base/python/data_visualization/01_scatter_trend_grouped.py,task_equivalents/python/data_visualization/01_scatter_trend_grouped.py,ok,0.7,0.5,0.7,1.0,1.0,0.9,
starcoder,base,python,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/starcoder/base/python/data_visualization/02_distribution_boxplot.py,task_equivalents/python/data_visualization/02_distribution_boxplot.py,ok,0.7,0.5,1.0,0.0,1.0,1.0,
starcoder,base,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/starcoder/base/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,task_equivalents/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,ValueError: Input y contains NaN.
starcoder,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/starcoder/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,"KeyError: ""['Player', 'Name'] not found in axis"""
starcoder,base,python,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/starcoder/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,task_equivalents/python/statistical_modelling_analysis/01_linear_regression_inference.py,ok,0.7,0.7,0.4,1.0,1.0,0.6,
starcoder,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/starcoder/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,task_equivalents/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,ok,0.5,1.0,0.0,1.0,0.0,0.8,
starcoder,base,r,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/starcoder/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,task_equivalents/r/data_manipulation_preprocessing/01_impute_encode_scale.R,ok,0.6,0.8,0.2,0.8,1.0,0.8,
starcoder,base,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/starcoder/base/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,task_equivalents/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,base,r,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/starcoder/base/r/data_visualization/01_scatter_trend_grouped.R,task_equivalents/r/data_visualization/01_scatter_trend_grouped.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,base,r,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/starcoder/base/r/data_visualization/02_distribution_boxplot.R,task_equivalents/r/data_visualization/02_distribution_boxplot.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,base,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/starcoder/base/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,task_equivalents/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,WARNING: reaching max number of iterations
starcoder,base,r,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/starcoder/base/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,task_equivalents/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,base,r,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/starcoder/base/r/statistical_modelling_analysis/01_linear_regression_inference.R,task_equivalents/r/statistical_modelling_analysis/01_linear_regression_inference.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,base,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/starcoder/base/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,task_equivalents/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/starcoder/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,KeyError: 'mpg'
starcoder,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/starcoder/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,TypeError: Passing a bool to header is invalid. Use header=None for no header or header=int or list-like of ints to specify the row(s) making up the column names
starcoder,optimized,python,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/starcoder/optimized/python/data_visualization/01_scatter_trend_grouped.py,task_equivalents/python/data_visualization/01_scatter_trend_grouped.py,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,NameError: name 'np' is not defined. Did you mean: 'n'?
starcoder,optimized,python,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/starcoder/optimized/python/data_visualization/02_distribution_boxplot.py,task_equivalents/python/data_visualization/02_distribution_boxplot.py,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,"TypeError: list indices must be integers or slices, not str"
starcoder,optimized,python,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/starcoder/optimized/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,task_equivalents/python/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.py,ok,0.0,0.0,0.0,0.0,1.0,0.0,
starcoder,optimized,python,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/starcoder/optimized/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,ok,0.0,0.0,0.0,0.0,0.0,0.0,
starcoder,optimized,python,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/starcoder/optimized/python/statistical_modelling_analysis/01_linear_regression_inference.py,task_equivalents/python/statistical_modelling_analysis/01_linear_regression_inference.py,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,NameError: name 'sm' is not defined. Did you mean: 'sum'?
starcoder,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/starcoder/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,task_equivalents/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,ok,0.5,1.0,0.0,1.0,0.0,0.8,
starcoder,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,task_equivalents/llm_translations/starcoder/optimized/r/data_manipulation_preprocessing/01_impute_encode_scale.R,task_equivalents/r/data_manipulation_preprocessing/01_impute_encode_scale.R,ok,0.9,1.0,0.8,1.0,1.0,1.0,
starcoder,optimized,r,data_manipulation_preprocessing,02_merge_aggregate_reshape,task_equivalents/llm_translations/starcoder/optimized/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,task_equivalents/r/data_manipulation_preprocessing/02_merge_aggregate_reshape.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,optimized,r,data_visualization,01_scatter_trend_grouped,task_equivalents/llm_translations/starcoder/optimized/r/data_visualization/01_scatter_trend_grouped.R,task_equivalents/r/data_visualization/01_scatter_trend_grouped.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,optimized,r,data_visualization,02_distribution_boxplot,task_equivalents/llm_translations/starcoder/optimized/r/data_visualization/02_distribution_boxplot.R,task_equivalents/r/data_visualization/02_distribution_boxplot.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,task_equivalents/llm_translations/starcoder/optimized/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,task_equivalents/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,ok,0.8,0.8,0.8,0.6,1.0,0.8,
starcoder,optimized,r,machine_learning_workflows,02_regression_workflow_feature_importance,task_equivalents/llm_translations/starcoder/optimized/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,task_equivalents/r/machine_learning_workflows/02_regression_workflow_feature_importance.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,optimized,r,statistical_modelling_analysis,01_linear_regression_inference,task_equivalents/llm_translations/starcoder/optimized/r/statistical_modelling_analysis/01_linear_regression_inference.R,task_equivalents/r/statistical_modelling_analysis/01_linear_regression_inference.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
starcoder,optimized,r,statistical_modelling_analysis,02_logistic_regression_odds_ratios,task_equivalents/llm_translations/starcoder/optimized/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,task_equivalents/r/statistical_modelling_analysis/02_logistic_regression_odds_ratios.R,candidate_error,0.0,0.0,0.0,0.0,0.0,0.0,Execution halted
