script_id,script_number,model,prompt_type,language,category,snippet,script_path,ok_runs,failed_runs,total_runs,elapsed_seconds_mean,elapsed_seconds_median,elapsed_seconds_std,elapsed_seconds_min,elapsed_seconds_max,energy_joules_mean,energy_joules_median,energy_joules_std,energy_joules_min,energy_joules_max,avg_power_watts_mean,avg_power_watts_median,avg_power_watts_std,avg_power_watts_min,avg_power_watts_max
script_70,70,llama,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,30,0,30,12.213269794,12.212473652,0.033367276,12.151780222,12.279010362,195.287666667,194.970000000,2.001488555,191.090000000,198.980000000,15.989696946,15.970608404,0.147495354,15.710528145,16.280858905
script_71,71,llama,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,30,0,30,0.723970236,0.723688587,0.002644765,0.719522539,0.728843346,12.009666667,12.015000000,0.151691232,11.740000000,12.270000000,16.588950603,16.575846429,0.227175895,16.185059026,16.947963823
script_72,72,llama,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,30,0,30,0.632701713,0.632919643,0.002539269,0.626656786,0.636318353,10.486333333,10.510000000,0.148335206,10.220000000,10.770000000,16.574028374,16.608225287,0.234513899,16.172349852,16.956069246
script_76,76,llama,base,r,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/base/r/data_visualization/02_distribution_boxplot.R,30,0,30,1.003323185,1.002255618,0.004936471,0.996522959,1.013175813,17.905666667,17.890000000,0.186689551,17.530000000,18.270000000,17.846924493,17.841436333,0.218347279,17.376614297,18.251962814
script_81,81,llama,optimized,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/data_manipulation_preprocessing/01_impute_encode_scale.py,30,0,30,0.586699010,0.586847741,0.001624223,0.583165182,0.589078926,9.642666667,9.635000000,0.096129702,9.500000000,9.910000000,16.435655990,16.392568364,0.177746605,16.152017064,16.950558503
script_82,82,llama,optimized,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,30,0,30,0.173237963,0.173284114,0.000765709,0.171251672,0.174473173,2.841333333,2.840000000,0.042404728,2.770000000,2.920000000,16.401365641,16.399351079,0.236517154,15.970602928,16.992534823
script_83,83,llama,optimized,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/data_visualization/01_scatter_trend_grouped.py,30,0,30,0.827597203,0.827915346,0.003545217,0.820020609,0.833917741,13.747333333,13.705000000,0.159566943,13.500000000,14.070000000,16.611294349,16.567107840,0.193558768,16.334084367,16.999572751
script_84,84,llama,optimized,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/data_visualization/02_distribution_boxplot.py,30,0,30,0.473183836,0.473570879,0.001702043,0.469050209,0.475403261,7.789333333,7.765000000,0.092286411,7.590000000,8.010000000,16.461619049,16.412990726,0.193048989,16.004271618,16.854511140
script_88,88,llama,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/llama/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,30,0,30,0.630515676,0.630067662,0.002070994,0.628197936,0.635356527,10.333333333,10.325000000,0.137798787,10.120000000,10.580000000,16.388790760,16.383789657,0.218841240,15.975282489,16.822256828
script_97,97,starcoder,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/data_manipulation_preprocessing/01_impute_encode_scale.py,30,0,30,0.586756218,0.585171889,0.006757888,0.582581893,0.618212351,9.698333333,9.640000000,0.315015964,9.380000000,11.060000000,16.525503975,16.490226580,0.359089983,16.065236919,17.890292845
script_98,98,starcoder,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,30,0,30,0.615657614,0.616027964,0.001482041,0.612683707,0.618358842,10.081000000,10.055000000,0.143005908,9.840000000,10.400000000,16.374192275,16.311123170,0.216054320,16.039409725,16.839970746
script_99,99,starcoder,base,python,data_visualization,01_scatter_trend_grouped,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/data_visualization/01_scatter_trend_grouped.py,30,0,30,0.824985052,0.825609296,0.003263595,0.818082707,0.830416969,13.698333333,13.710000000,0.194972736,13.370000000,14.060000000,16.604556382,16.605921445,0.242644686,16.151506260,17.036510067
script_100,100,starcoder,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/data_visualization/02_distribution_boxplot.py,30,0,30,0.419550503,0.419626326,0.001041858,0.417744564,0.422607480,6.846000000,6.845000000,0.091861965,6.630000000,7.030000000,16.317357939,16.308368867,0.206856815,15.857202253,16.743221973
script_103,103,starcoder,base,python,statistical_modelling_analysis,01_linear_regression_inference,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/statistical_modelling_analysis/01_linear_regression_inference.py,30,0,30,0.628420099,0.628426884,0.001089326,0.626406451,0.630637340,10.419333333,10.405000000,0.117764620,10.150000000,10.700000000,16.580252184,16.559846200,0.189654375,16.167971197,17.023477942
script_104,104,starcoder,base,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,30,0,30,0.632422983,0.633162124,0.002233648,0.628868989,0.636851420,10.453333333,10.460000000,0.121494525,10.210000000,10.680000000,16.529139208,16.532743940,0.193750035,16.135633190,16.927278148
script_105,105,starcoder,base,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/base/r/data_manipulation_preprocessing/01_impute_encode_scale.R,30,0,30,1.220421995,1.219032843,0.004509318,1.214441558,1.233676895,21.527333333,21.540000000,0.196765804,21.050000000,21.840000000,17.639397821,17.649698490,0.164231169,17.162359206,17.880024637
script_120,120,starcoder,optimized,python,statistical_modelling_analysis,02_logistic_regression_odds_ratios,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/optimized/python/statistical_modelling_analysis/02_logistic_regression_odds_ratios.py,30,0,30,0.632393847,0.631468366,0.002557587,0.628961945,0.636917221,10.279666667,10.300000000,0.108928427,10.070000000,10.510000000,16.255533274,16.240934952,0.194375777,15.932398129,16.650885090
script_121,121,starcoder,optimized,r,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/optimized/r/data_manipulation_preprocessing/01_impute_encode_scale.R,30,0,30,1.232241534,1.231473673,0.004157522,1.226805911,1.245094467,21.646000000,21.690000000,0.264361299,21.110000000,22.050000000,17.566658093,17.623721662,0.230747897,17.053239630,17.939906935
script_125,125,starcoder,optimized,r,machine_learning_workflows,01_pipeline_cv_gridsearch_classification,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/llm_translations/starcoder/optimized/r/machine_learning_workflows/01_pipeline_cv_gridsearch_classification.R,30,0,30,2.407264122,2.404036341,0.027491336,2.366939864,2.456396599,42.775333333,42.865000000,0.532882424,41.700000000,44.160000000,17.770111672,17.731771858,0.196751710,17.333383135,18.110967491
